prob_false,prob_true
0.54,0.46
0.535,0.465
0.53,0.47
0.497,0.503
0.507,0.493
0.509,0.491
0.479,0.521
0.513,0.487
0.517,0.483
0.553,0.447
0.541,0.459
0.481,0.519
0.539,0.461
0.511,0.489
0.509,0.491
0.515,0.485
0.512,0.488
0.531,0.469
0.543,0.457
0.516,0.484
0.53,0.47
0.502,0.498
0.498,0.502
0.515,0.485
0.479,0.521
0.536,0.464
0.535,0.465
0.509,0.491
0.551,0.449
0.468,0.532
0.502,0.498
0.514,0.486
0.499,0.501
0.49,0.51
0.51,0.49
0.529,0.471
0.531,0.469
0.519,0.481
0.543,0.457
0.519,0.481
0.527,0.473
0.493,0.507
0.495,0.505
0.543,0.457
0.526,0.474
0.535,0.465
0.519,0.481
0.514,0.486
0.563,0.437
0.519,0.481
0.503,0.497
0.533,0.467
0.522,0.478
0.529,0.471
0.527,0.473
0.509,0.491
0.522,0.478
0.518,0.482
0.537,0.463
0.536,0.464
0.505,0.495
0.512,0.488
0.514,0.486
0.527,0.473
0.54,0.46
0.521,0.479
0.497,0.503
0.509,0.491
0.542,0.458
0.492,0.508
0.518,0.482
0.544,0.456
0.521,0.479
0.501,0.499
0.502,0.498
0.518,0.482
0.511,0.489
0.524,0.476
0.522,0.478
0.508,0.492
0.529,0.471
0.527,0.473
0.508,0.492
0.54,0.46
0.519,0.481
0.497,0.503
0.506,0.494
0.523,0.477
0.539,0.461
0.511,0.489
0.538,0.462
0.524,0.476
0.532,0.468
0.514,0.486
0.517,0.483
0.536,0.464
0.522,0.478
0.519,0.481
0.531,0.469
0.542,0.458
0.519,0.481
0.542,0.458
0.517,0.483
0.496,0.504
0.517,0.483
0.528,0.472
0.537,0.463
0.533,0.467
0.52,0.48
0.533,0.467
0.516,0.484
0.537,0.463
0.528,0.472
0.539,0.461
0.523,0.477
0.519,0.481
0.536,0.464
0.519,0.481
0.523,0.477
0.542,0.458
0.549,0.451
0.51,0.49
0.529,0.471
0.509,0.491
0.533,0.467
0.504,0.496
0.504,0.496
0.499,0.501
0.503,0.497
0.521,0.479
0.524,0.476
0.544,0.456
0.529,0.471
0.535,0.465
0.519,0.481
0.541,0.459
0.524,0.476
0.535,0.465
0.518,0.482
0.493,0.507
0.507,0.493
0.499,0.501
0.514,0.486
0.495,0.505
0.507,0.493
0.517,0.483
0.494,0.506
0.537,0.463
0.538,0.462
0.524,0.476
0.512,0.488
0.51,0.49
0.515,0.485
0.517,0.483
0.508,0.492
0.49,0.51
0.505,0.495
0.547,0.453
0.496,0.504
0.515,0.485
0.55,0.45
0.513,0.487
0.533,0.467
0.52,0.48
0.532,0.468
0.532,0.468
0.495,0.505
0.518,0.482
0.504,0.496
0.506,0.494
0.522,0.478
0.513,0.487
0.513,0.487
0.511,0.489
0.507,0.493
