prob_false,prob_true
0.86,0.14
0.882,0.118
0.866,0.134
0.861,0.139
0.891,0.109
0.881,0.119
0.868,0.132
0.852,0.148
0.872,0.128
0.86,0.14
0.869,0.131
0.89,0.11
0.858,0.142
0.872,0.128
0.88,0.12
0.869,0.131
0.863,0.137
0.874,0.126
0.888,0.112
0.863,0.137
0.869,0.131
0.886,0.114
0.872,0.128
0.859,0.141
0.881,0.119
0.855,0.145
0.882,0.118
0.876,0.124
0.87,0.13
0.863,0.137
0.861,0.139
0.855,0.145
0.871,0.129
0.88,0.12
0.873,0.127
0.872,0.128
0.872,0.128
0.866,0.134
0.874,0.126
0.881,0.119
0.88,0.12
0.859,0.141
0.881,0.119
0.879,0.121
0.873,0.127
0.865,0.135
0.859,0.141
0.857,0.143
0.868,0.132
0.872,0.128
0.865,0.135
0.854,0.146
0.857,0.143
0.859,0.141
0.856,0.144
0.86,0.14
0.87,0.13
0.879,0.121
0.849,0.151
0.852,0.148
0.881,0.119
0.89,0.11
0.868,0.132
0.881,0.119
0.87,0.13
0.866,0.134
0.867,0.133
0.869,0.131
0.866,0.134
0.868,0.132
0.865,0.135
0.878,0.122
0.871,0.129
0.887,0.113
0.883,0.117
0.871,0.129
0.887,0.113
0.861,0.139
0.869,0.131
0.853,0.147
0.865,0.135
0.863,0.137
0.867,0.133
0.859,0.141
0.871,0.129
0.852,0.148
0.864,0.136
0.867,0.133
0.874,0.126
0.865,0.135
0.856,0.144
0.868,0.132
0.873,0.127
0.853,0.147
0.885,0.115
0.882,0.118
0.881,0.119
0.871,0.129
0.861,0.139
0.883,0.117
0.868,0.132
0.866,0.134
0.873,0.127
0.859,0.141
0.87,0.13
0.877,0.123
0.867,0.133
0.876,0.124
0.865,0.135
0.87,0.13
0.86,0.14
0.875,0.125
0.872,0.128
0.872,0.128
0.863,0.137
0.857,0.143
0.878,0.122
0.894,0.106
0.859,0.141
0.878,0.122
0.879,0.121
0.863,0.137
0.874,0.126
0.874,0.126
0.869,0.131
0.882,0.118
0.865,0.135
0.854,0.146
0.86,0.14
0.881,0.119
0.859,0.141
0.875,0.125
0.87,0.13
0.876,0.124
0.867,0.133
0.87,0.13
0.877,0.123
0.867,0.133
0.867,0.133
0.866,0.134
0.865,0.135
0.873,0.127
0.853,0.147
0.872,0.128
0.88,0.12
0.86,0.14
0.862,0.138
0.856,0.144
0.869,0.131
0.857,0.143
0.877,0.123
0.872,0.128
0.896,0.104
0.869,0.131
0.859,0.141
0.883,0.117
0.866,0.134
0.854,0.146
0.88,0.12
0.881,0.119
0.867,0.133
0.853,0.147
0.882,0.118
0.874,0.126
0.871,0.129
0.882,0.118
0.867,0.133
0.886,0.114
0.862,0.138
0.875,0.125
0.881,0.119
0.847,0.153
0.876,0.124
0.865,0.135
0.856,0.144
0.877,0.123
0.863,0.137
0.864,0.136
0.876,0.124
0.871,0.129
0.86,0.14
0.873,0.127
0.875,0.125
0.857,0.143
0.851,0.149
0.89,0.11
0.856,0.144
0.87,0.13
0.863,0.137
0.862,0.138
0.857,0.143
0.873,0.127
0.871,0.129
0.867,0.133
0.873,0.127
0.862,0.138
0.856,0.144
0.855,0.145
0.868,0.132
0.87,0.13
0.875,0.125
0.881,0.119
0.873,0.127
0.881,0.119
0.873,0.127
0.877,0.123
0.856,0.144
0.896,0.104
0.886,0.114
0.873,0.127
0.876,0.124
0.866,0.134
0.879,0.121
0.863,0.137
0.871,0.129
0.872,0.128
0.859,0.141
0.871,0.129
0.867,0.133
0.881,0.119
0.865,0.135
0.872,0.128
0.847,0.153
0.876,0.124
0.879,0.121
0.869,0.131
0.861,0.139
0.868,0.132
0.879,0.121
0.863,0.137
0.864,0.136
0.873,0.127
0.848,0.152
0.864,0.136
0.86,0.14
0.859,0.141
0.854,0.146
0.878,0.122
0.855,0.145
0.883,0.117
0.87,0.13
0.879,0.121
0.884,0.116
0.885,0.115
0.866,0.134
0.87,0.13
0.875,0.125
0.861,0.139
0.886,0.114
0.855,0.145
0.859,0.141
0.89,0.11
0.854,0.146
0.869,0.131
0.859,0.141
0.868,0.132
0.869,0.131
0.862,0.138
0.881,0.119
0.887,0.113
0.841,0.159
0.849,0.151
0.871,0.129
0.859,0.141
0.887,0.113
0.862,0.138
0.88,0.12
0.845,0.155
0.858,0.142
0.887,0.113
0.883,0.117
0.872,0.128
0.86,0.14
0.874,0.126
0.867,0.133
0.859,0.141
0.882,0.118
0.863,0.137
0.866,0.134
0.865,0.135
0.879,0.121
0.881,0.119
0.877,0.123
0.879,0.121
0.889,0.111
0.882,0.118
0.886,0.114
0.863,0.137
0.848,0.152
0.874,0.126
0.857,0.143
0.875,0.125
0.844,0.156
0.841,0.159
0.885,0.115
0.854,0.146
0.882,0.118
0.846,0.154
0.881,0.119
0.887,0.113
0.839,0.161
0.866,0.134
0.885,0.115
0.884,0.116
0.87,0.13
0.879,0.121
0.858,0.142
0.848,0.152
0.852,0.148
0.86,0.14
0.873,0.127
0.86,0.14
0.875,0.125
0.874,0.126
0.869,0.131
0.876,0.124
0.879,0.121
0.88,0.12
0.873,0.127
0.881,0.119
0.876,0.124
0.88,0.12
0.883,0.117
0.861,0.139
0.869,0.131
0.871,0.129
0.863,0.137
0.868,0.132
0.869,0.131
0.854,0.146
0.859,0.141
0.842,0.158
0.875,0.125
0.865,0.135
0.873,0.127
0.858,0.142
0.867,0.133
0.893,0.107
0.88,0.12
0.867,0.133
0.881,0.119
0.87,0.13
0.884,0.116
0.873,0.127
0.88,0.12
0.859,0.141
0.873,0.127
0.876,0.124
0.877,0.123
0.849,0.151
0.888,0.112
0.888,0.112
0.892,0.108
0.857,0.143
0.875,0.125
